Inventory_ID,Store_ID,Product_ID,Stock_On_Hand,Reorder_Level,Safety_Stock,Inventory_Value,Last_Updated_Date,Update_Status,Is_Overstock
INV001161,ST02,P0570,8,23,7,10264.72,2025-12-24,Updated,No
INV003765,ST07,P0426,62,8,2,6221.7,2025-12-12,Updated,No
INV006205,ST12,P0115,10,37,11,5652.6,2025-12-14,Updated,No
INV000820,ST02,P0229,29,45,20,1288.47,2025-12-22,Updated,No
INV000064,ST01,P0065,66,76,31,4115.76,2025-12-26,Updated,No
INV002949,ST06,P0138,40,90,44,1180.8,2025-12-12,Updated,No
INV004360,ST08,P0494,0,32,14,0.0,2025-12-02,Updated,No
INV000376,ST01,P0380,19,39,17,6395.4,2025-12-23,Updated,No
INV006047,ST11,P0546,13,41,12,2332.72,2025-12-05,Updated,No
INV005900,ST11,P0376,26,47,20,5787.86,2025-12-05,Updated,No
INV004243,ST08,P0359,4,16,5,2250.36,2025-12-19,Updated,No
INV004994,ST09,P0588,6,19,7,1157.04,2025-12-29,Updated,No
INV004484,ST09,P0028,17,42,14,1613.64,2025-12-03,Updated,No
INV004874,ST09,P0460,24,38,16,2824.32,2025-12-17,Updated,No
INV001740,ST03,P0572,5,20,6,7011.55,,Not Updated,No
INV001064,ST02,P0473,9,23,8,3046.41,2025-12-17,Updated,No
INV005989,ST11,P0473,93,20,9,31479.57,2025-12-03,Updated,No
INV006041,ST11,P0539,4,17,8,2249.88,2025-12-22,Updated,No
INV003566,ST07,P0210,16,37,13,1604.0,2025-12-21,Updated,No
INV000379,ST01,P0383,1010,77,33,568135.1,2025-12-02,Updated,Yes
INV003982,ST08,P0062,31,34,14,700.91,2025-12-12,Updated,No
INV001751,ST03,P0585,50,9,4,10270.5,2025-12-16,Updated,No
INV003137,ST06,P0339,5,19,6,1597.05,2025-12-15,Updated,No
INV005408,ST10,P0427,57,8,3,25602.69,2025-12-31,Updated,No
INV000547,ST01,P0555,23,42,20,4830.0,2025-12-01,Updated,No
INV001630,ST03,P0457,65,76,35,1541.8,2025-12-12,Updated,No
INV002351,ST05,P0064,30,35,11,3185.7,2025-12-12,Updated,No
INV006087,ST11,P0591,9,18,7,1457.28,2025-12-09,Updated,No
INV004311,ST08,P0437,29,35,13,2055.52,2025-12-29,Updated,No
INV006489,ST12,P0410,15,38,17,1792.35,2025-12-15,Updated,No
INV005638,ST11,P0077,14,39,15,2256.38,2025-12-15,Updated,No
INV004365,ST08,P0499,19,42,12,6725.43,2025-12-11,Updated,No
INV002801,ST05,P0577,41,8,2,62156.41,2025-12-26,Updated,No
INV002139,ST04,P0422,62,10,3,5730.04,2025-12-02,Updated,No
INV002091,ST04,P0371,69,87,33,8804.4,2025-12-27,Updated,No
INV004423,ST08,P0561,0,33,15,0.0,2025-12-25,Updated,No
INV006535,ST12,P0461,18,42,13,1675.26,2025-12-10,Updated,No
INV001232,ST03,P0043,6,20,8,100.62,2025-12-04,Updated,No
INV002080,ST04,P0360,9,23,8,177.03,2025-12-30,Updated,No
INV002474,ST05,P0204,5,19,9,1205.7,,Not Updated,No
INV000987,ST02,P0396,10,20,7,2726.8,2025-12-09,Updated,No
INV003026,ST06,P0223,26,45,16,14698.06,2025-12-26,Updated,No
INV004232,ST08,P0345,22,45,15,8294.22,2025-12-30,Updated,No
INV005708,ST11,P0156,480,93,31,100190.4,2025-12-06,Updated,Yes
INV006369,ST12,P0285,56,71,30,18333.84,2025-12-01,Updated,No
INV001838,ST04,P0082,0,47,20,0.0,2025-12-26,Updated,No
INV004950,ST09,P0541,20,43,16,12851.4,2025-12-03,Updated,No
INV005016,ST10,P0010,25,42,17,2607.5,2025-12-18,Updated,No
INV001559,ST03,P0383,33,91,37,18562.83,2025-12-08,Updated,No
INV005407,ST10,P0426,50,10,4,5017.5,2025-12-29,Updated,No
INV002352,ST05,P0065,46,81,40,2868.56,2025-12-29,Updated,No
INV001682,ST03,P0512,20,46,16,6249.8,2025-12-21,Updated,No
INV001448,ST03,P0266,52,10,3,14548.04,2025-12-27,Updated,No
INV000038,ST01,P0039,509,82,26,246284.74,2025-12-12,Updated,Yes
INV002962,ST06,P0154,9,21,9,2950.11,2025-12-21,Updated,No
INV000311,ST01,P0315,58,79,29,5229.86,2025-12-08,Updated,No
INV004654,ST09,P0217,62,81,38,1884.18,2025-12-06,Updated,No
INV004486,ST09,P0030,44,68,30,4019.84,2025-12-12,Updated,No
INV006389,ST12,P0306,30,40,12,3178.8,2025-12-08,Updated,No
INV006415,ST12,P0334,20,38,12,3964.4,2025-12-05,Updated,No
INV003547,ST07,P0191,32,47,17,5689.28,2025-12-19,Updated,No
INV000462,ST01,P0469,68,77,34,6529.36,2025-12-25,Updated,No
INV004890,ST09,P0478,361,37,11,141818.85,2025-12-29,Updated,Yes
INV005182,ST10,P0193,25,45,21,5120.0,2025-12-11,Updated,No
INV000890,ST02,P0299,5,23,7,1151.75,2025-12-15,Updated,No
INV006283,ST12,P0195,11,32,10,734.69,2025-12-05,Updated,No
INV003300,ST06,P0523,19,33,12,5023.41,2025-12-21,Updated,No
INV006426,ST12,P0345,16,33,15,6032.16,2025-12-31,Updated,No
INV000360,ST01,P0364,20,46,22,9784.2,2025-12-20,Updated,No
INV001678,ST03,P0507,12,42,13,11468.28,2025-12-31,Updated,No
INV004885,ST09,P0472,45,8,2,3607.2,2025-12-13,Updated,No
INV006026,ST11,P0520,6,18,5,2082.96,2025-12-14,Updated,No
INV000566,ST01,P0574,8,17,7,14332.08,2025-12-12,Updated,No
INV005364,ST10,P0380,17,37,15,5722.2,2025-12-02,Updated,No
INV005108,ST10,P0112,90,73,23,49448.7,2025-12-17,Updated,No
INV004729,ST09,P0301,4,19,5,249.44,2025-12-24,Updated,No
INV000816,ST02,P0225,20,35,16,8305.6,2025-12-13,Updated,No
INV005921,ST11,P0397,48,8,3,7067.52,2025-12-16,Updated,No
INV000663,ST02,P0072,50,79,26,4159.5,2025-12-06,Updated,No
INV002158,ST04,P0446,7,16,7,621.32,2025-12-29,Updated,No
INV001411,ST03,P0229,25,34,14,1110.75,2025-12-15,Updated,No
INV000161,ST01,P0164,5,20,7,1888.15,2025-12-10,Updated,No
INV001667,ST03,P0495,9,20,8,9759.6,2025-12-29,Updated,No
INV001086,ST02,P0495,7,23,10,7590.8,2025-12-16,Updated,No
INV003361,ST06,P0592,33,10,4,7269.57,2025-12-10,Updated,No
INV001925,ST04,P0181,35,82,37,15656.55,2025-12-21,Updated,No
INV003472,ST07,P0110,23,37,14,4953.51,2025-12-08,Updated,No
INV003970,ST08,P0047,174,39,18,9911.04,2025-12-11,Updated,Yes
INV004022,ST08,P0105,26,39,15,9837.1,2025-12-10,Updated,No
INV003379,ST07,P0011,38,87,36,1143.42,2025-12-21,Updated,No
INV004765,ST09,P0342,52,8,3,23688.6,2025-12-19,Updated,No
INV005507,ST10,P0533,21,47,21,22396.5,2025-12-27,Updated,No
INV001247,ST03,P0058,5,18,8,1770.35,2025-12-03,Updated,No
INV000194,ST01,P0197,23,42,18,951.28,2025-12-30,Updated,No
INV000613,ST02,P0022,11,35,11,1695.65,2025-12-08,Updated,No
INV002405,ST05,P0125,53,76,24,16687.05,2025-12-12,Updated,No
INV001605,ST03,P0432,5,21,9,540.55,2025-12-09,Updated,No
INV005967,ST11,P0450,7,18,6,166.11,2025-12-21,Updated,No
INV002061,ST04,P0338,35,9,3,9775.15,2025-12-07,Updated,No
INV002095,ST04,P0375,11,37,16,4505.27,2025-12-30,Updated,No
INV005666,ST11,P0107,316,84,27,60890.04,2025-12-25,Updated,Yes
INV001506,ST03,P0330,7,17,8,2992.85,2025-12-19,Updated,No
INV004789,ST09,P0370,54,87,31,15297.12,2025-12-17,Updated,No
INV001445,ST03,P0263,32,44,21,6811.84,2025-12-30,Updated,No
INV001085,ST02,P0494,15,40,15,10568.55,2025-12-10,Updated,No
INV004413,ST08,P0551,9,34,11,5129.91,2025-12-22,Updated,No
INV002780,ST05,P0552,5,18,8,1338.6,2025-12-03,Updated,No
INV002713,ST05,P0470,10,23,7,1420.4,2025-12-10,Updated,No
INV003540,ST07,P0182,0,65,22,0.0,2025-12-19,Updated,No
INV006274,ST12,P0186,28,39,12,5962.88,2025-12-15,Updated,No
INV005472,ST10,P0496,18,47,20,18723.6,2025-12-22,Updated,No
INV005187,ST10,P0198,6,22,10,288.9,2025-12-06,Updated,No
INV003035,ST06,P0233,5,20,8,137.6,2025-12-17,Updated,No
INV005015,ST10,P0009,41,84,38,11753.06,2025-12-07,Updated,No
INV004563,ST09,P0118,30,72,31,5727.6,2025-12-10,Updated,No
INV005276,ST10,P0291,10,32,9,5507.6,2025-12-02,Updated,No
INV005366,ST10,P0382,24,38,12,9918.24,2025-12-23,Updated,No
INV005994,ST11,P0480,10,22,9,4779.9,,Not Updated,No
INV001720,ST03,P0550,231,40,18,107759.19,2025-12-31,Updated,Yes
INV002650,ST05,P0402,59,79,38,1890.36,2025-12-14,Updated,No
INV001379,ST03,P0196,28,34,15,5003.04,2025-12-01,Updated,No
INV004479,ST09,P0023,11,33,13,1146.75,2025-12-12,Updated,No
INV004820,ST09,P0402,65,80,37,2082.6,2025-12-05,Updated,No
INV001181,ST02,P0590,19,34,16,7267.69,2025-12-12,Updated,No
INV003202,ST06,P0413,47,64,23,12275.93,2025-12-14,Updated,No
INV005898,ST11,P0374,25,45,17,12838.5,,Not Updated,No
INV003339,ST06,P0565,24,8,2,53393.28,2025-12-03,Updated,No
INV000362,ST01,P0366,9,18,8,3175.38,2025-12-05,Updated,No
INV004251,ST08,P0367,13,40,12,4185.48,2025-12-02,Updated,No
INV003636,ST07,P0284,22,41,17,12172.82,2025-12-14,Updated,No
INV003466,ST07,P0104,514,45,21,47678.64,2025-12-24,Updated,Yes
INV001470,ST03,P0291,27,41,14,14870.52,2025-12-09,Updated,No
INV002448,ST05,P0171,18,46,18,10183.68,2025-12-02,Updated,No
INV000465,ST01,P0472,52,9,2,4168.32,2025-12-22,Updated,No
INV001661,ST03,P0489,20,39,18,1558.8,2025-12-21,Updated,No
INV005388,ST10,P0405,13,45,20,2590.12,2025-12-07,Updated,No
INV006097,ST12,P0003,29,39,17,5000.47,2025-12-03,Updated,No
INV005466,ST10,P0489,19,43,18,1480.86,2025-12-21,Updated,No
INV005926,ST11,P0404,27,42,14,14578.38,2025-12-13,Updated,No
INV001009,ST02,P0418,18,40,19,1671.12,2025-12-15,Updated,No
INV002070,ST04,P0348,24,33,10,12979.68,2025-12-16,Updated,No
INV006468,ST12,P0389,61,72,33,6119.52,2025-12-14,Updated,No
INV000364,ST01,P0368,18,37,17,7742.7,2025-12-09,Updated,No
INV006538,ST12,P0464,35,77,30,2479.75,2025-12-29,Updated,No
INV000569,ST01,P0577,36,11,4,54576.36,2025-12-01,Updated,No
INV001856,ST04,P0103,28,36,10,15505.28,2025-12-07,Updated,No
INV003619,ST07,P0267,177,44,18,88758.42,2025-12-04,Updated,Yes
INV000694,ST02,P0103,18,41,15,9967.68,2025-12-30,Updated,No
INV004233,ST08,P0346,78,87,31,10374.0,2025-12-28,Updated,No
INV001774,ST04,P0009,40,74,36,11466.4,2025-12-23,Updated,No
INV005195,ST10,P0206,8,17,6,694.4,2025-12-13,Updated,No
INV003862,ST07,P0529,13,45,15,6578.65,2025-12-10,Updated,No
INV002382,ST05,P0098,24,39,13,3326.88,2025-12-30,Updated,No
INV006155,ST12,P0062,22,38,17,497.42,2025-12-15,Updated,No
INV003070,ST06,P0268,177,38,12,47770.53,2025-12-29,Updated,Yes
INV005073,ST10,P0074,67,94,37,6089.63,2025-12-01,Updated,No
INV005027,ST10,P0022,20,44,17,3083.0,2025-12-08,Updated,No
INV004387,ST08,P0524,58,8,3,31378.0,2025-12-04,Updated,No
INV005644,ST11,P0084,26,44,20,3829.8,2025-12-20,Updated,No
INV003132,ST06,P0334,23,38,12,4559.06,,Not Updated,No
INV006135,ST12,P0041,25,84,38,12817.5,2025-12-03,Updated,No
INV002314,ST05,P0023,14,44,17,1459.5,2025-12-24,Updated,No
INV004822,ST09,P0404,21,47,21,11338.74,2025-12-27,Updated,No
INV000916,ST02,P0325,0,32,11,0.0,2025-12-27,Updated,No
INV004048,ST08,P0138,76,94,40,2243.52,2025-12-03,Updated,No
INV001273,ST03,P0086,49,73,28,5175.38,2025-12-27,Updated,No
INV006316,ST12,P0228,20,37,12,9672.6,2025-12-21,Updated,No
INV005334,ST10,P0350,28,42,19,15291.92,2025-12-10,Updated,No
INV001915,ST04,P0170,77,84,33,14690.06,2025-12-01,Updated,No
INV002093,ST04,P0373,9,47,21,4888.71,2025-12-09,Updated,No
INV005047,ST10,P0046,27,47,16,12476.16,2025-12-10,Updated,No
INV001641,ST03,P0468,53,73,27,6113.02,2025-12-29,Updated,No
INV005352,ST10,P0368,187,40,19,80438.05,,Not Updated,Yes
INV003387,ST07,P0021,6,19,8,185.34,2025-12-20,Updated,No
INV001900,ST04,P0153,57,66,25,20019.54,2025-12-02,Updated,No
INV000679,ST02,P0088,14,36,14,3437.28,2025-12-04,Updated,No
INV003083,ST06,P0282,52,76,25,4127.76,2025-12-01,Updated,No
INV001196,ST03,P0005,54,94,35,15948.36,2025-12-29,Updated,No
INV006176,ST12,P0084,9,47,20,1325.7,2025-12-27,Updated,No
INV001432,ST03,P0250,26,8,3,8583.12,2025-12-26,Updated,No
INV003027,ST06,P0224,25,90,28,11519.75,2025-12-18,Updated,No
INV002732,ST05,P0499,24,35,15,8495.28,2025-12-07,Updated,No
INV002876,ST06,P0059,39,83,40,18790.98,2025-12-03,Updated,No
INV002463,ST05,P0189,24,64,24,1932.0,2025-12-02,Updated,No
INV000595,ST02,P0004,48,70,22,23609.76,2025-12-20,Updated,No
INV004126,ST08,P0224,61,69,26,28108.19,2025-12-23,Updated,No
INV000179,ST01,P0182,0,94,40,0.0,2025-12-09,Updated,No
INV003377,ST07,P0009,80,84,40,22932.8,2025-12-16,Updated,No
INV000828,ST02,P0237,6,21,7,569.22,2025-12-04,Updated,No
INV000218,ST01,P0222,7,19,5,3855.11,2025-12-27,Updated,No
INV003191,ST06,P0401,16,47,15,639.84,2025-12-15,Updated,No
INV001829,ST04,P0072,63,64,29,5240.97,2025-12-04,Updated,No
INV004778,ST09,P0355,22,47,23,10839.84,2025-12-29,Updated,No
INV002483,ST05,P0214,47,82,37,11139.94,2025-12-14,Updated,No
INV001481,ST03,P0304,18,47,17,9379.62,2025-12-11,Updated,No
INV006537,ST12,P0463,51,82,27,5807.37,2025-12-06,Updated,No
INV002610,ST05,P0357,8,22,9,1329.44,2025-12-02,Updated,No
INV000518,ST01,P0526,21,42,16,12530.07,2025-12-13,Updated,No
INV002059,ST04,P0336,16,33,14,781.28,2025-12-11,Updated,No
INV003467,ST07,P0105,14,44,20,5296.9,2025-12-23,Updated,No
INV006558,ST12,P0488,9,16,7,4234.86,2025-12-06,Updated,No
INV003534,ST07,P0175,8,19,7,302.64,2025-12-08,Updated,No
INV002594,ST05,P0338,56,9,4,15640.24,2025-12-19,Updated,No
INV005845,ST11,P0315,50,84,26,4508.5,2025-12-29,Updated,No
INV003215,ST06,P0428,1177,95,37,129823.1,2025-12-31,Updated,Yes
INV006624,ST12,P0558,9,20,8,8676.72,2025-12-07,Updated,No
INV003446,ST07,P0083,20,84,35,1102.2,2025-12-04,Updated,No
INV006214,ST12,P0124,19,42,17,7840.16,2025-12-25,Updated,No
INV005307,ST10,P0322,70,10,4,33511.1,2025-12-12,Updated,No
INV005905,ST11,P0381,8,23,8,714.8,2025-12-15,Updated,No
INV002627,ST05,P0375,27,37,18,11058.39,,Not Updated,No
INV006246,ST12,P0156,82,90,41,17115.86,,Not Updated,No
INV004207,ST08,P0314,10,43,20,2716.3,2025-12-18,Updated,No
INV002348,ST05,P0061,19,39,17,3517.09,2025-12-21,Updated,No
INV003501,ST07,P0139,30,47,19,7287.3,2025-12-13,Updated,No
INV002972,ST06,P0164,8,19,8,3021.04,2025-12-17,Updated,No
INV000016,ST01,P0017,24,69,21,4690.8,2025-12-22,Updated,No
INV006055,ST11,P0554,28,8,3,32446.4,,Not Updated,No
INV005710,ST11,P0158,80,70,25,3727.2,2025-12-09,Updated,No
INV006305,ST12,P0217,79,91,37,2400.81,2025-12-07,Updated,No
INV006221,ST12,P0131,22,36,11,7181.24,2025-12-12,Updated,No
INV006393,ST12,P0310,58,9,3,16002.2,2025-12-02,Updated,No
INV006245,ST12,P0155,20,41,16,8013.6,2025-12-13,Updated,No
INV005744,ST11,P0196,0,38,16,0.0,2025-12-14,Updated,No
INV006232,ST12,P0142,0,88,42,0.0,2025-12-05,Updated,No
INV003408,ST07,P0043,6,17,6,100.62,2025-12-29,Updated,No
INV003244,ST06,P0462,24,46,20,716.88,2025-12-17,Updated,No
INV000584,ST01,P0592,53,10,3,11675.37,2025-12-01,Updated,No
INV004646,ST09,P0209,15,40,14,947.1,2025-12-11,Updated,No
INV003192,ST06,P0402,371,84,40,11886.84,2025-12-21,Updated,Yes
INV000560,ST01,P0568,10,32,13,19485.7,2025-12-15,Updated,No
INV004494,ST09,P0040,77,74,23,17636.85,2025-12-09,Updated,No
INV004502,ST09,P0051,26,90,34,5864.3,2025-12-21,Updated,No
INV001077,ST02,P0486,12,35,11,530.4,,Not Updated,No
INV000971,ST02,P0380,20,46,22,6732.0,2025-12-22,Updated,No
INV000875,ST02,P0284,18,46,16,9959.58,2025-12-24,Updated,No
INV004046,ST08,P0135,22,46,19,12619.64,2025-12-06,Updated,No
INV001686,ST03,P0516,5,20,6,2537.55,2025-12-20,Updated,No
INV004245,ST08,P0361,9,23,10,3515.67,2025-12-02,Updated,No
INV005670,ST11,P0114,8,21,7,1327.6,2025-12-15,Updated,No
INV000204,ST01,P0208,313,64,22,25306.05,2025-12-31,Updated,Yes
INV000575,ST01,P0583,25,40,17,46031.5,2025-12-12,Updated,No
INV004928,ST09,P0518,9,20,8,10495.35,2025-12-31,Updated,No
INV006414,ST12,P0333,8,23,7,414.72,2025-12-18,Updated,No
INV004093,ST08,P0188,16,41,12,3103.52,2025-12-05,Updated,No
INV001455,ST03,P0273,32,32,14,18470.08,2025-12-22,Updated,No
INV002283,ST04,P0589,6,17,6,1997.64,2025-12-28,Updated,No
INV003637,ST07,P0286,9,16,5,1539.54,2025-12-08,Updated,No
INV003437,ST07,P0073,431,80,29,20739.72,2025-12-28,Updated,Yes
INV000139,ST01,P0141,15,40,19,4001.1,2025-12-13,Updated,No
INV005382,ST10,P0399,25,40,15,11900.75,2025-12-28,Updated,No
INV003264,ST06,P0486,17,39,17,751.4,2025-12-27,Updated,No
INV002778,ST05,P0550,0,42,20,0.0,2025-12-12,Updated,No
INV002472,ST05,P0202,0,35,12,0.0,2025-12-05,Updated,No
INV000447,ST01,P0453,32,94,31,1153.28,2025-12-02,Updated,No
INV001472,ST03,P0294,15,74,32,4238.7,2025-12-20,Updated,No
INV002265,ST04,P0567,8,21,7,7768.8,2025-12-27,Updated,No
INV002761,ST05,P0531,5,16,5,4861.15,2025-12-19,Updated,No
INV005885,ST11,P0360,7,16,7,137.69,2025-12-05,Updated,No
INV005932,ST11,P0410,15,37,16,1792.35,2025-12-27,Updated,No
INV006522,ST12,P0448,18,46,20,1038.42,2025-12-01,Updated,No
INV004235,ST08,P0348,27,41,14,14602.14,2025-12-28,Updated,No
INV001451,ST03,P0269,0,38,12,0.0,2025-12-26,Updated,No
INV001202,ST03,P0011,53,84,29,1594.77,2025-12-27,Updated,No
INV003332,ST06,P0558,8,21,7,7712.64,2025-12-10,Updated,No
INV005470,ST10,P0494,23,39,18,16205.11,2025-12-04,Updated,No
INV003612,ST07,P0259,7,17,7,2337.16,2025-12-30,Updated,No
INV001818,ST04,P0057,51,93,38,18386.52,2025-12-07,Updated,No
INV006348,ST12,P0264,63,74,32,28796.04,2025-12-17,Updated,No
INV005991,ST11,P0475,8,37,11,2125.04,2025-12-08,Updated,No
INV000720,ST02,P0129,10,34,14,1799.4,2025-12-02,Updated,No
INV001328,ST03,P0143,14,79,27,4589.2,2025-12-13,Updated,No
INV004675,ST09,P0244,7,18,7,3252.41,2025-12-23,Updated,No
INV006164,ST12,P0072,0,79,38,0.0,2025-12-19,Updated,No
INV000969,ST02,P0378,35,89,39,11326.0,2025-12-26,Updated,No
INV004182,ST08,P0289,24,34,16,12298.32,2025-12-28,Updated,No
INV003414,ST07,P0049,24,42,20,653.52,2025-12-21,Updated,No
INV002254,ST04,P0553,30,36,12,16402.2,2025-12-16,Updated,No
INV001507,ST03,P0331,8,22,9,3461.2,2025-12-11,Updated,No
INV003141,ST06,P0343,213,45,14,98186.61,2025-12-02,Updated,Yes
INV001907,ST04,P0160,66,77,28,9312.6,2025-12-04,Updated,No
INV003382,ST07,P0015,40,74,30,17560.0,2025-12-02,Updated,No
INV005645,ST11,P0086,46,89,41,4858.52,2025-12-24,Updated,No
INV000926,ST02,P0335,11,32,14,417.45,2025-12-06,Updated,No
INV004591,ST09,P0147,25,95,38,2000.75,2025-12-19,Updated,No
INV001441,ST03,P0259,6,19,6,2003.28,2025-12-07,Updated,No
INV005034,ST10,P0030,72,88,33,6577.92,2025-12-29,Updated,No
INV003428,ST07,P0064,10,32,11,1061.9,2025-12-27,Updated,No
INV003937,ST08,P0011,39,78,26,1173.51,2025-12-18,Updated,No
INV006150,ST12,P0057,78,70,22,28120.56,2025-12-16,Updated,No
INV001814,ST04,P0053,16,40,12,8376.32,2025-12-26,Updated,No
INV006630,ST12,P0564,8,19,8,17747.28,2025-12-07,Updated,No
INV003554,ST07,P0198,10,23,7,481.5,2025-12-26,Updated,No
INV000740,ST02,P0149,44,92,44,10535.8,2025-12-15,Updated,No
INV001054,ST02,P0463,70,78,36,7970.9,2025-12-02,Updated,No
INV001549,ST03,P0373,25,38,12,13579.75,2025-12-08,Updated,No
INV000306,ST01,P0310,83,11,3,22899.7,2025-12-08,Updated,No
INV002617,ST05,P0364,20,40,19,9784.2,2025-12-07,Updated,No
INV001931,ST04,P0187,31,81,27,7350.1,2025-12-02,Updated,No
INV005040,ST10,P0036,773,64,23,162832.45,2025-12-12,Updated,Yes
INV003912,ST07,P0582,5,23,8,7806.1,2025-12-23,Updated,No
INV004138,ST08,P0239,24,34,11,1563.84,2025-12-19,Updated,No
INV003512,ST07,P0152,24,41,18,8503.44,2025-12-13,Updated,No
INV000208,ST01,P0212,41,67,21,1132.01,2025-12-30,Updated,No
INV003310,ST06,P0535,12,37,14,10119.84,2025-12-27,Updated,No
INV002192,ST04,P0486,24,45,21,1060.8,2025-12-17,Updated,No
INV001877,ST04,P0128,10,35,12,1022.1,2025-12-23,Updated,No
INV003633,ST07,P0281,22,33,11,4047.78,2025-12-09,Updated,No
INV005830,ST11,P0296,15,37,15,6762.45,2025-12-14,Updated,No
INV003288,ST06,P0511,14,32,11,3427.34,2025-12-05,Updated,No
INV005255,ST10,P0269,20,44,21,9159.2,2025-12-25,Updated,No
INV002841,ST06,P0020,12,39,13,1136.88,2025-12-08,Updated,No
INV000036,ST01,P0037,19,42,20,7929.46,2025-12-19,Updated,No
INV004470,ST09,P0014,49,77,30,23766.47,2025-12-21,Updated,No
INV001852,ST04,P0099,66,87,39,31705.08,2025-12-29,Updated,No
INV001920,ST04,P0175,5,18,5,189.15,2025-12-06,Updated,No
INV000588,ST01,P0597,21,40,15,8407.56,2025-12-03,Updated,No
INV000415,ST01,P0420,10,22,10,2864.6,2025-12-07,Updated,No
INV003920,ST07,P0590,17,35,12,6502.67,2025-12-23,Updated,No
INV005184,ST10,P0195,206,42,14,13758.74,2025-12-31,Updated,Yes
INV000546,ST01,P0554,68,11,3,78798.4,2025-12-08,Updated,No
INV004427,ST08,P0566,10,20,9,6913.2,2025-12-16,Updated,No
INV002738,ST05,P0506,16,45,21,3169.12,2025-12-26,Updated,No
INV004848,ST09,P0432,10,23,10,1081.1,2025-12-05,Updated,No
INV006578,ST12,P0510,28,44,19,21199.92,2025-12-16,Updated,No
INV000862,ST02,P0271,19,36,15,2755.0,2025-12-15,Updated,No
INV003015,ST06,P0212,39,76,34,1076.79,2025-12-24,Updated,No
INV000807,ST02,P0216,23,37,12,8411.79,2025-12-16,Updated,No
INV005192,ST10,P0203,248,47,17,33804.88,2025-12-16,Updated,Yes
INV003174,ST06,P0382,20,44,21,8265.2,2025-12-21,Updated,No
INV001285,ST03,P0098,14,43,17,1940.68,2025-12-31,Updated,No
INV003789,ST07,P0452,25,39,13,2168.25,2025-12-21,Updated,No
INV003960,ST08,P0035,60,84,34,23148.6,2025-12-09,Updated,No
INV006321,ST12,P0234,6,19,6,2503.68,2025-12-22,Updated,No
INV002296,ST05,P0003,15,36,13,2586.45,2025-12-30,Updated,No
INV005018,ST10,P0012,57,85,25,3571.05,2025-12-16,Updated,No
INV003353,ST06,P0581,9,22,9,18317.34,2025-12-23,Updated,No
INV005646,ST11,P0087,17,39,17,1332.46,2025-12-09,Updated,No
INV004709,ST09,P0281,19,40,18,3495.81,2025-12-27,Updated,No
INV006583,ST12,P0515,20,41,14,17587.6,2025-12-25,Updated,No
INV000472,ST01,P0479,8,21,9,2322.56,2025-12-02,Updated,No
INV001570,ST03,P0395,116,9,4,40369.16,2025-12-27,Updated,Yes
INV000840,ST02,P0249,23,47,20,1480.97,2025-12-25,Updated,No
INV005028,ST10,P0024,0,39,14,0.0,2025-12-25,Updated,No
INV006450,ST12,P0370,36,92,37,10198.08,2025-12-11,Updated,No
INV003905,ST07,P0575,25,47,23,38498.75,2025-12-18,Updated,No
INV003514,ST07,P0154,5,16,5,1638.95,2025-12-20,Updated,No
INV004670,ST09,P0238,5,17,6,409.7,2025-12-13,Updated,No
INV003781,ST07,P0443,22,33,13,1641.42,2025-12-05,Updated,No
INV000594,ST02,P0003,22,35,10,3793.46,2025-12-11,Updated,No
INV005178,ST10,P0188,8,38,11,1551.76,2025-12-16,Updated,No
INV000979,ST02,P0388,7,19,8,3526.88,2025-12-08,Updated,No
INV005151,ST10,P0161,50,69,27,17796.5,2025-12-20,Updated,No
INV006625,ST12,P0559,13,45,17,30160.26,2025-12-26,Updated,No
INV002504,ST05,P0235,32,47,15,5082.56,2025-12-29,Updated,No
INV001923,ST04,P0178,44,88,43,7437.32,,Not Updated,No
INV002531,ST05,P0265,66,78,38,8462.52,2025-12-04,Updated,No
INV000641,ST02,P0050,23,94,46,5184.43,2025-12-01,Updated,No
INV001405,ST03,P0223,21,44,17,11871.51,2025-12-19,Updated,No
INV003143,ST06,P0345,0,43,16,0.0,2025-12-26,Updated,No
INV000288,ST01,P0292,251,45,15,91988.99,2025-12-24,Updated,Yes
INV006012,ST11,P0502,18,46,19,3082.5,2025-12-28,Updated,No
INV004401,ST08,P0539,7,22,10,3937.29,2025-12-12,Updated,No
INV002326,ST05,P0036,28,72,27,5898.2,2025-12-10,Updated,No
INV002975,ST06,P0168,67,68,33,16759.38,2025-12-13,Updated,No
INV002957,ST06,P0148,30,45,21,11544.6,2025-12-07,Updated,No
INV004438,ST08,P0580,45,10,3,14696.55,2025-12-16,Updated,No
INV004067,ST08,P0158,29,87,42,1351.11,2025-12-31,Updated,No
INV000808,ST02,P0217,350,73,24,10636.5,2025-12-29,Updated,Yes
INV003258,ST06,P0478,234,38,16,91926.9,,Not Updated,Yes
INV001673,ST03,P0501,8,23,7,4479.2,2025-12-08,Updated,No
INV004274,ST08,P0393,26,42,18,13865.02,2025-12-19,Updated,No
INV001957,ST04,P0215,60,84,38,1273.2,2025-12-23,Updated,No
INV005982,ST11,P0466,21,37,14,1396.71,2025-12-11,Updated,No
INV000098,ST01,P0099,65,81,35,31224.7,2025-12-19,Updated,No
INV000231,ST01,P0235,10,37,15,1588.3,2025-12-17,Updated,No
INV003953,ST08,P0027,28,39,15,15267.84,2025-12-20,Updated,No
